idr,known_label,pred_label,final_label,max_proba,prob_1,prob_2,prob_5,prob_6,prob_7,prob_8,prob_10,prob_11,batch,prob_16,prob_4
F4IB81_middle_191_325,-1,6,6,0.7681224316034345,0.14983759095407717,0.07653607083372427,0.0003815506837019629,0.7681224316034345,1.3689760268423538e-05,0.0002213798295825142,0.004563443923232945,0.0003238424119783155,100_150,,
Q0WP38_N-terminal_1_127,-1,6,6,0.6974373008505597,0.054940652706000424,0.0024149138205576677,3.2326938641918e-06,0.6974373008505597,0.23678209433442735,0.007464236331773295,0.00010389349604020219,0.0008536757667773641,100_150,,
Q7XA66_C-terminal_93_242,-1,6,19,0.5510198848819859,0.1772574718380186,0.22182926526099872,0.00048118861184408767,0.5510198848819859,0.0003321570639252687,4.2794335063449687e-05,0.04902838129573083,8.856712433005962e-06,100_150,,
Q8LAF9_N-terminal_1_113,-1,6,6,0.7664581842749186,0.09122327850982197,0.1292540881019915,0.010165503878460781,0.7664581842749186,0.00043224183887842396,5.255700314238942e-06,0.002452475765007642,8.971930606676422e-06,100_150,,
Q940Y9_N-terminal_1_126,-1,6,6,0.6780679817549634,0.24555010836187066,0.07011499155503607,0.002247783708308295,0.6780679817549634,0.00018978553496459664,6.113144342689319e-06,0.0038182862478504027,4.949692663959468e-06,100_150,,
Q9C5H4_middle_131_261,-1,6,6,0.7495187302096834,0.12260357868681754,0.12161960296004937,0.002129142584038546,0.7495187302096834,2.2146217437966122e-05,3.709554683832465e-05,0.003987025476742316,8.26783183925345e-05,100_150,,
Q9LNP6_C-terminal_213_328,-1,6,6,0.7605856606853888,0.04537384435648685,0.07905523122719117,0.1137888177854555,0.7605856606853888,5.920059433557987e-05,5.052869230447648e-06,0.0010976816831988544,3.451079871280909e-05,100_150,,
Q9LUZ5_N-terminal_1_100,-1,6,6,0.7678367481091368,0.18812729366923267,0.039237120740382325,0.00012836096787699122,0.7678367481091368,1.770067270256259e-05,0.0007805072955557062,0.001663693335500694,0.0022085752096124176,100_150,,
Q9LUZ5_middle_517_622,-1,6,6,0.8666990259004786,0.02564081494703755,0.021665442899677444,0.0019323165368731975,0.8666990259004786,0.07926818868812276,1.9933856431439378e-05,0.004772917104938944,1.360066440092195e-06,100_150,,
Q9SCU5_C-terminal_406_549,-1,6,6,0.9012156341160985,0.07645611828608963,0.01606182621827502,0.0031428378920169537,0.9012156341160985,4.045313256849727e-06,2.0158779147947006e-05,0.000260893607807048,0.0028384857873080607,100_150,,
A0A1P8BBR6_N-terminal_1_123,-1,6,6,0.6909973370587826,0.1101327833260829,0.0018426017328883417,3.3983528608097945e-06,0.6909973370587826,0.19008030608586957,0.005716414760581846,8.047064809480256e-05,0.0011466880348392208,100_150,,
F4HWT1_IDP_1_117,-1,6,6,0.7685770743143576,0.17345321530836202,0.053556380106925545,4.098342185951243e-05,0.7685770743143576,1.673868723207491e-05,0.0022738244862862294,0.001643952588595886,0.0004378310863811215,100_150,,
F4K3X8_middle_468_613,-1,6,6,0.7713995021065808,0.15478317362292887,0.0696851350123355,7.939705859399805e-05,0.7713995021065808,1.2356703170000678e-05,0.0011191187635084354,0.002450796292510038,0.0004705204403724098,100_150,,
O82387_N-terminal_1_107,-1,6,6,0.8767743669064981,0.04967470232784549,0.04787871177439658,4.773787508351277e-05,0.8767743669064981,0.0003752213274505272,0.0018980357418277743,0.02333941273588989,1.1811311008221312e-05,100_150,,
P92517_IDP_1_109,-1,6,6,0.7798643357890747,0.11479078713403826,0.09451364951430045,0.007348043977104954,0.7798643357890747,0.000166327519437775,7.348702220105561e-06,0.0032979704642906345,1.15368995332586e-05,100_150,,
Q67ZE4_IDP_1_120,-1,6,6,0.6905733673778859,0.11737337106918336,0.10945864613460406,0.00029368611961885094,0.6905733673778859,0.000771472871675588,7.55617664842418e-05,0.08144724545233602,6.649208211919179e-06,100_150,,
Q8L649_N-terminal_1_147,-1,6,6,0.861937665456197,0.07183099712822737,0.006559793217593682,0.0018007606486840594,0.861937665456197,0.0006293231079601194,8.798550091628857e-05,9.821503138177822e-05,0.057055259909039736,100_150,,
Q8L7U6_middle_134_262,-1,6,6,0.8136538783209365,0.0654866230995629,0.10590313669688928,0.00035428862073648654,0.8136538783209365,3.23346724667805e-05,0.00013682916735019573,0.014360145402925226,7.276401913268868e-05,100_150,,
Q9FG24_middle_268_393,-1,6,6,0.8930294121828147,0.03536513923271672,0.06277615549882844,0.006129432486421401,0.8930294121828147,0.0015333255751056169,2.297323786158784e-06,0.0011610594511763399,3.178249150711055e-06,100_150,,
Q9FVQ5_C-terminal_701_806,-1,6,6,0.8480458840071704,0.11189612125897064,0.021752305243604914,0.007136921144086112,0.8480458840071704,1.5179402877188714e-05,2.074070154595631e-05,0.00014415911165261403,0.010988689130092207,100_150,,
Q9SAK0_N-terminal_1_135,-1,6,6,0.6234363912159573,0.07621637480813204,0.27509514297688065,0.0006626248648657819,0.6234363912159573,7.799711982534018e-05,4.7814577485713966e-05,0.024442407415802975,2.124702105024072e-05,100_150,,
Q9SJA6_C-terminal_64_196,-1,6,19,0.541389582760863,0.40128540801956236,0.03710804358974483,0.01867966320160417,0.541389582760863,0.0011279894534583885,1.0161155784155773e-06,0.0003913123637094712,1.6984495479395708e-05,100_150,,
Q9SYZ9_C-terminal_223_353,-1,6,6,0.7885565118552595,0.1763478122035774,0.030866658031433045,5.732637343805852e-05,0.7885565118552595,2.1782260279359503e-05,0.0015534555902203143,0.0010886955295885475,0.0015077581562038288,100_150,,
A0A1P8AP82_N-terminal_1_144,-1,6,6,0.7163037628596406,0.21728827369232848,0.028528061366035216,0.00013209886153810337,0.7163037628596406,0.01248081326896012,0.0010201395240446967,0.024242450684185814,4.399743267068009e-06,100_150,,
F4I9I6_N-terminal_1_115,-1,6,6,0.9112758245550329,0.04752616659319863,0.032645926553959106,0.0013713386746424176,0.9112758245550329,0.0023639280648186907,8.031822819416463e-06,0.004806963670775041,1.8200647537576658e-06,100_150,,
F4IK79_IDP_1_137,-1,6,6,0.8970596856484055,0.046613840853736925,0.046898625898517704,0.0032179568469589024,0.8970596856484055,0.0031334192454896175,5.4751447322220145e-06,0.003068432525071667,2.5638370873595086e-06,100_150,,
O22315_C-terminal_194_303,-1,6,6,0.8579629073771956,0.059416144788666185,0.028933454105060062,0.003943765994347886,0.8579629073771956,0.04657410624479116,1.3136366895524098e-05,0.003154402873971041,2.0822490726014826e-06,100_150,,
O81793_N-terminal_1_136,-1,6,6,0.7987656089189,0.10020887140890941,0.015171189963518118,7.769133216212202e-06,0.7987656089189,0.001527332509454107,0.08323101759487453,0.0008879695610179838,0.00020024091010968528,100_150,,
Q9C633_C-terminal_152_266,-1,6,6,0.7343685470913273,0.04813568578256263,0.0015781538786006414,4.409817112209016e-06,0.7343685470913273,0.20986031092319613,0.004274311562193197,6.690451311057606e-05,0.0017116764318973225,100_150,,
Q9FLP0_C-terminal_479_587,-1,6,6,0.8308194399170394,0.10381873559592368,0.05427120085701085,0.0008288611897753608,0.8308194399170394,0.0010445683399933955,1.1111659742998907e-05,0.009203457467582436,2.624972931925722e-06,100_150,,
Q9LIK0_N-terminal_1_107,-1,6,6,0.67129357048573,0.05571078414665667,0.26158970642808904,6.599785574910064e-05,0.67129357048573,2.851465991244737e-05,0.0014381614867798001,0.009808573116024445,6.469182105856842e-05,100_150,,
Q9LUA3_IDP_1_122,-1,6,6,0.6483209836871062,0.06161313777746727,0.2802965584573048,4.553799696871027e-05,0.6483209836871062,2.368393034780153e-05,0.0030029828824074817,0.00662719208733078,6.992318106700063e-05,100_150,,
Q9SIL4_N-terminal_1_114,-1,6,6,0.8561285558878785,0.1181913565477387,0.02080461640916741,0.0010743175599698964,0.8561285558878785,6.193109867281711e-06,7.12883915561059e-05,0.0007771540957988862,0.0029465179980232613,100_150,,
Q9SIY5_N-terminal_1_133,-1,6,6,0.8095014370844071,0.037717600093705755,0.11972518038252712,9.754735464460938e-05,0.8095014370844071,8.364957385032086e-05,0.0004939628197984295,0.03235179143244461,2.883125862207158e-05,100_150,,
Q9SK55_C-terminal_169_275,-1,6,6,0.8633361426277483,0.09574144024931809,0.03127884293237563,0.008393818285102548,0.8633361426277483,3.717513917738718e-06,8.230332925093299e-06,0.00020657119722033198,0.001031236861392397,100_150,,
Q9SN77_C-terminal_302_408,-1,6,6,0.6672140381995095,0.08791674002853406,0.2323737031186279,0.00019116072136132452,0.6672140381995095,2.6194942127833705e-05,0.00034527370833927076,0.011821871502753134,0.00011101777874695291,100_150,,
Q9T068_IDP_1_128,-1,6,6,0.6625399734829315,0.07622702817989327,0.2505900784834739,0.0013512485256983496,0.6625399734829315,5.2208111695220766e-05,2.6477669873463734e-05,0.009186955953904756,2.6029592529522915e-05,100_150,,
Q9XEE8_N-terminal_1_115,-1,6,6,0.8615623857463827,0.04854145852432048,0.041606555592922645,0.0001206098598841369,0.8615623857463827,0.0018464366316416478,0.00029705082022395065,0.04602044564903239,5.057175592077671e-06,100_150,,
A0A1P8BGM4_IDP_1_111,-1,6,6,0.8428956065277307,0.07379141691198432,0.06417607435886738,0.01822123298505302,0.8428956065277307,1.1346011862277192e-05,9.159326944280105e-06,0.0006727066969011962,0.00022245718065686516,100_150,,
F4JKN4_N-terminal_1_112,-1,6,6,0.8563656753638913,0.05268707187194301,0.07593843407772405,0.011990242944813198,0.8563656753638913,0.0020443850165681064,2.0894797166093794e-06,0.0009675219961277514,4.5792492160019e-06,100_150,,
O22210_N-terminal_1_107,-1,6,6,0.772583011524222,0.1619521225061834,0.06147776003158679,0.0014497340811118035,0.772583011524222,1.1373702856380083e-05,4.041220450281488e-05,0.0023161347863490975,0.0001694511631876663,100_150,,
O80782_IDP_1_143,-1,6,6,0.8610460143495923,0.022980375358848844,0.016903361716389984,0.001009858071546719,0.8610460143495923,0.0917321884336935,2.9825374896492566e-05,0.006297250495178694,1.1261998534163564e-06,100_150,,
Q0WTB4_N-terminal_1_106,-1,6,6,0.7164848442786381,0.07368987944319498,0.1926368698702698,0.014753758329178758,0.7164848442786381,0.0003033544747708185,5.1855666216519976e-06,0.002114493051652381,1.1614985673484652e-05,100_150,,
Q0WTB4_C-terminal_474_620,-1,6,6,0.7028725648459218,0.06217384666246576,0.003173465527590535,3.742512605362613e-06,0.7028725648459218,0.21988322095018836,0.01083595925576067,0.00014170557938432445,0.0009154946660832634,100_150,,
Q1G3N4_IDP_1_146,-1,6,6,0.6163748053757563,0.09403016996640366,0.2779263531209426,0.0019960111141131844,0.6163748053757563,7.638982480987187e-05,2.1563947769457744e-05,0.009556115391517763,1.859125868721832e-05,100_150,,
Q4TU14_middle_114_261,-1,6,6,0.7791270271426286,0.09208623377004507,0.11834066720476846,0.00026586259015112215,0.7791270271426286,2.289758095608207e-05,0.00025006697886846373,0.009782927388092718,0.00012431734448947824,100_150,,
Q8S9L5_N-terminal_1_108,-1,6,6,0.6666882407808974,0.05046263327271678,0.09147635002197119,0.00018762418275118875,0.6666882407808974,0.00021550778110423217,0.00010430641508545224,0.19085383683952198,1.1500705951914491e-05,100_150,,
Q9C9Z7_C-terminal_494_617,-1,6,6,0.8541789599095255,0.05273663292209916,0.044283204057656664,0.00023101352822465547,0.8541789599095255,0.006800596880269549,0.00013985992239384283,0.041625913778786,3.81900104460945e-06,100_150,,
Q9LLR6_IDP_1_112,-1,6,6,0.8858786112634537,0.03797017745722131,0.037454798728566684,7.248046944598002e-05,0.8858786112634537,0.0007508575764982307,0.0005194681918273198,0.037347248036708774,6.358276278058213e-06,100_150,,
Q9M9C4_N-terminal_1_110,-1,6,6,0.7814660439348975,0.06173478097785691,0.138011461088081,0.0005407408303647903,0.7814660439348975,4.695193127687901e-05,7.692524437002186e-05,0.018080137016056066,4.2958977096769574e-05,100_150,,
Q9S7P3_middle_409_536,-1,6,6,0.7979855708753294,0.16906591807542815,0.023173964847768076,0.00011438760514107023,0.7979855708753294,2.4360238006408226e-05,0.000671332784524021,0.000949393937810098,0.008015071635992844,100_150,,
Q9SJE8_C-terminal_397_501,-1,6,6,0.79790051893476,0.09419590805265196,0.09403544637032452,2.448816091580103e-05,0.79790051893476,2.28316689976866e-05,0.010699735998438141,0.0030234445666179137,9.762624729408732e-05,100_150,,
Q9SSP7_middle_711_816,-1,6,6,0.7831507145661029,0.07456703453266054,0.018055173023250406,7.777621827531581e-06,0.7831507145661029,0.0004635334736251704,0.12264898155305026,0.0009874238583175896,0.00011936137116573947,100_150,,
Q9SZJ2_C-terminal_643_787,-1,6,6,0.8093926975154182,0.09300768289656117,0.015031407702182576,7.660078822310295e-06,0.8093926975154182,0.0016045008061729303,0.07976800276075995,0.0010031817924726165,0.00018486644761025995,100_150,,
A0A1P8BDF3_middle_156_275,-1,6,6,0.8294164561544949,0.07802925664212482,0.014997920979231806,7.554062086309837e-06,0.8294164561544949,0.0019674876688813153,0.07416446240738139,0.00126595141856758,0.00015091066723194532,100_150,,
F4IAN2_N-terminal_1_116,-1,6,6,0.77407984942577,0.09720586676655386,0.12294019644879939,4.528946495226538e-05,0.77407984942577,1.3986434165273038e-05,0.002355006278496917,0.0032118856068421705,0.00014791957442007156,100_150,,
F4J7S8_middle_361_486,-1,6,6,0.7526719044713112,0.06463013319169711,0.16366182321757455,0.0006471360600785593,0.7526719044713112,5.370004564834813e-05,5.6717171668380065e-05,0.01824548949093928,3.3096351082629775e-05,100_150,,
O65590_C-terminal_429_568,-1,6,6,0.7468224069559616,0.0788013583280568,0.15911884642349336,0.0002116283864992707,0.7468224069559616,3.15938521033328e-05,0.0003479064744856968,0.014570840995750702,9.541858364933977e-05,100_150,,
O80757_middle_99_226,6,6,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100_150,,
Q0WVH7_middle_510_651,-1,6,6,0.6469651154401609,0.17389403021718436,0.0020950701106164133,3.3194878640938506e-06,0.6469651154401609,0.16902855875606962,0.0069165625643372135,9.430294809162755e-05,0.0010030404756758175,100_150,,
Q94CJ8_C-terminal_511_650,-1,1,1,0.6078609091095744,0.6078609091095744,0.007109754983971132,1.4037895563349966e-05,0.3812461648587346,0.00015643447159827166,0.001717716054816998,0.00025119475675803904,0.001643787868983292,100_150,,
Q9C584_N-terminal_1_123,-1,6,6,0.7908446959968203,0.1338091881091336,0.04980964060652898,0.022223786348634606,0.7908446959968203,1.1035102575740016e-05,6.771708227867102e-06,0.00012578646405537178,0.0031690956640235014,100_150,,
Q9FIT1_N-terminal_1_109,-1,6,6,0.7715035694258453,0.1163136278936697,0.08304307283754002,0.0004080454565638527,0.7715035694258453,0.0014627754973726569,3.086861698157679e-05,0.027234150873082445,3.889398944557308e-06,100_150,,
Q9FJQ8_N-terminal_1_105,-1,6,19,0.5503651083384979,0.039326960080225896,0.19277841923836597,0.21704122732873993,0.5503651083384979,2.7396441035194917e-05,2.4060670736286247e-06,0.0003991957633917115,5.928674266973342e-05,100_150,,
Q9LF22_IDP_1_127,6,6,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100_150,,
Q9LY66_N-terminal_1_109,6,6,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100_150,,
Q9M0N1_middle_39_155,-1,6,6,0.797229255786033,0.15936428454911533,0.0387616321142921,0.000273645803574051,0.797229255786033,1.1656957943740204e-05,0.0003792500679369774,0.0017960425170784795,0.002184232204026368,100_150,,
Q9SGD2_N-terminal_1_117,-1,6,6,0.7760469201330782,0.04959382508059095,0.09278872693130288,0.08050143300742509,0.7760469201330782,4.0396189598458404e-05,5.716624109558531e-06,0.0009671312549435868,5.585077895132872e-05,100_150,,
Q9SX80_N-terminal_1_104,-1,6,6,0.8475251264893718,0.10769867457622634,0.022814110422615785,0.021637190627489315,0.8475251264893718,2.5451141996447157e-05,7.99939745232368e-07,8.825159561052294e-05,0.0002103952069445548,100_150,,
A8MR03_C-terminal_219_338,-1,6,6,0.78922398308372,0.08893345540527038,0.016188949216208365,7.750316729563162e-06,0.78922398308372,0.0008788041021640894,0.10368965399951582,0.0009162127358210613,0.00016119114057071404,100_150,,
F4ILE1_middle_405_537,-1,6,6,0.7852459445655728,0.14436442059004811,0.012559611127142696,7.918447047350406e-06,0.7852459445655728,0.004828339548259241,0.05205420338957422,0.0005811235949992223,0.0003584387373562727,100_150,,
F4JN04_N-terminal_1_117,-1,6,6,0.9090065917621583,0.06549520851800189,0.002439143591407153,2.882420935467549e-06,0.9090065917621583,0.01600770225568889,0.00639400691080566,9.948966485929724e-05,0.0005549748761433458,100_150,,
Q6NLF1_IDP_1_139,-1,6,6,0.8408360105346541,0.08935194184248704,0.06173629203297543,0.0037629028940879745,0.8408360105346541,0.0010067510082627416,5.424551228008412e-06,0.0032968963107130314,3.7808255917373935e-06,100_150,,
